target_file,mos_pred,noi_pred,dis_pred,col_pred,loud_pred,model
audio/com3_normal_4g-goodloss18_04-10-2025_013012/speaker_251004_013034.wav,2.5867915,3.7605488,3.2090328,2.172357,3.2391365,NISQAv2
audio/com3_normal_4g-goodloss21_04-10-2025_012822/speaker_251004_012847.wav,2.2897685,3.5984185,2.9700708,1.9914,3.1644285,NISQAv2
audio/com3_normal_4g-goodloss23_04-10-2025_012424/speaker_251004_012446.wav,2.542027,3.6933546,3.4502916,2.1764407,3.3344722,NISQAv2
audio/com3_normal_4g-goodloss25_04-10-2025_012034/speaker_251004_012055.wav,2.135949,3.5607226,3.0301392,2.1103044,3.3832746,NISQAv2
audio/com3_normal_4g-goodloss27_04-10-2025_011641/speaker_251004_011703.wav,2.5348916,3.5819576,3.4433312,2.3728652,3.5122387,NISQAv2
audio/com3_normal_4g-goodloss30_04-10-2025_011458/speaker_251004_011519.wav,2.0595284,3.3022373,3.0505714,1.8199978,3.085423,NISQAv2
audio/com3_normal_4g-goodloss33_04-10-2025_011315/speaker_251004_011335.wav,2.1012402,3.527871,2.830199,2.1493034,3.3428328,NISQAv2
audio/com3_normal_4g-goodloss35_04-10-2025_011131/speaker_251004_011152.wav,1.3825411,3.3080466,1.9256754,1.7498761,2.9328797,NISQAv2
audio/com3_normal_4g-goodloss37_04-10-2025_010944/speaker_251004_011009.wav,1.4630914,3.5117126,1.9257066,1.7398609,2.8983002,NISQAv2
audio/com3_normal_4g-goodloss3_04-10-2025_014253/speaker_251004_014313.wav,4.398717,4.30539,4.607381,3.9964023,4.224874,NISQAv2
audio/com3_normal_4g-goodloss40_04-10-2025_010800/speaker_251004_010821.wav,1.583905,3.4428277,2.1672895,1.7159969,2.8768399,NISQAv2
audio/com3_normal_4g-goodloss6_04-10-2025_014008/speaker_251004_014029.wav,4.2681537,4.261458,4.486406,3.8055549,4.1411624,NISQAv2
audio/com3_normal_4g-goodloss9_04-10-2025_013726/speaker_251004_013746.wav,3.7290225,4.129499,3.3269556,3.7041013,3.9942253,NISQAv2
